X,Y
-24.71866181,B
9.037047137,B
-19.21083428,B
-1.617277163,B
7.133320883,B
-11.90806295,B
22.75680792,B
6.501884115,B
-0.43070607,B
5.288195523,B
4.47933346,B
20.1775964,B
1.600187583,B
4.447789403,B
3.499680273,B
16.43747624,B
-18.96522753,B
0.477938519,B
-11.99513434,B
9.577702045,B
16.25955293,B
0.164294328,B
-1.232159522,B
-23.88993984,B
0.339128992,B
-7.296664763,B
-19.02075709,B
-1.470022651,B
14.02991872,B
9.047214619,B
9.079025398,B
-4.006468807,B
-9.446264126,B
4.587557859,B
1.258624798,B
-5.41575545,B
5.55368831,B
14.05750136,B
-1.766864822,B
5.975731837,B
5.264120057,B
13.47198982,B
2.955109677,B
5.747758435,B
1.074657041,B
-14.87819517,B
5.272036867,B
8.443273775,B
4.254047801,B
-13.32501572,B
-2.238545377,B
17.11169482,B
8.661408061,B
-13.89614136,B
9.046134619,B
-8.517095201,B
5.467021958,B
-6.8649892,B
6.03975013,B
-11.0302244,B
-5.661579631,B
13.68046133,B
4.039594111,B
2.076667878,B
4.845101679,B
-10.43116389,B
3.121628975,B
-0.600620442,B
7.856013755,B
-7.446300028,B
4.737817708,B
-24.64212246,B
6.968960086,B
8.354428283,B
12.30383284,B
2.361893422,B
14.27450609,B
-5.00767291,B
1.722622287,B
1.357463324,B
-18.01203066,B
19.43787139,B
1.914943296,B
-2.326988863,B
-9.032784756,B
6.688245862,B
4.907942723,B
-8.683153871,B
-8.116498511,B
-12.38630685,B
3.917355048,B
4.329457269,B
10.51390388,B
1.777836375,B
-7.332873094,B
-3.49407468,B
24.62896107,B
6.750959078,B
4.187969447,B
-23.49664969,B
-5.607650041,B
5.225801021,B
-11.68506498,B
-3.199231296,B
-2.090988648,B
-3.383160528,B
-25.65200191,B
-4.560420031,B
6.112049309,B
12.94872693,B
7.774084578,B
10.97324964,B
-2.953460248,B
-0.667065672,B
-5.998803715,B
11.74197316,B
2.474064054,B
3.384541836,B
-2.835401287,B
3.548195842,B
14.85194767,B
-6.772583892,B
7.838905281,B
5.519438364,B
-7.893546847,B
-5.467473972,B
-6.30026104,B
8.776497584,B
-6.121274348,B
9.136210032,B
-6.588997893,B
-0.516678983,B
2.844668328,B
-2.629203438,B
-5.17661588,B
-11.5217825,B
-12.36567294,B
-4.144936359,B
7.496917017,B
8.530433481,B
4.264853668,B
7.645082878,B
7.295073052,B
-4.973660856,B
11.57735614,B
-7.693809219,B
9.722602326,B
-13.44832306,B
6.930696211,B
15.63206549,B
-6.716895503,B
2.175534954,B
-11.38363463,B
8.264677877,B
0.162307524,B
1.647280922,B
-1.830498639,B
-9.185723583,B
10.78119434,B
22.69462467,B
-0.850411383,B
-1.360680209,B
-12.31679244,B
2.205149803,B
6.990469516,B
-18.69783687,B
11.42579171,B
16.25814621,B
-7.408240858,B
3.112105982,B
-3.612433744,B
-7.948739594,B
16.79440219,B
-0.01326238,B
5.605866897,B
15.34097763,B
3.956167095,B
-0.072843683,B
-7.226327904,B
-8.871107908,B
-1.916715181,B
-9.563389295,B
3.131742012,B
-6.266754055,B
-8.706015709,B
-7.194520861,B
-6.011493347,B
2.201775084,B
5.869388365,B
1.611905657,B
10.7512197,B
6.078596922,B
-8.029864586,B
4.424340106,B
-9.547459189,B
15.47816654,B
9.039358241,B
10.92327969,B
-18.1296109,B
-5.373818367,B
-5.892022986,B
-20.46827637,B
17.51661929,B
-4.964488138,B
-0.874986072,B
1.489895063,B
4.958215121,B
-2.690511078,B
-11.65972608,B
-8.746144748,B
-15.54611185,B
-11.26685284,B
6.940513966,B
0.132176558,B
10.55159543,B
-11.04267537,B
-3.725626342,B
4.200651203,B
1.573463817,B
-7.448289696,B
-3.475398509,B
-7.057171033,B
-1.03608229,B
2.503622201,B
10.80138431,B
14.18171809,B
8.086943528,B
-2.919050363,B
3.514068972,B
-13.68585622,B
2.024131872,B
-11.11016725,B
8.809111401,B
-17.40876142,B
-8.110911179,B
-12.72596231,B
-5.480682384,B
-14.18827699,B
12.94747693,B
3.861089166,B
2.87523766,B
-5.755732174,B
4.99316159,B
10.13584476,B
8.453521439,B
-8.28298802,B
0.686867596,B
1.791120946,B
7.071574534,B
-3.64782284,B
5.923735747,B
-17.77520194,B
-17.20865005,B
1.094475462,B
-2.59787155,B
28.49796211,B
-9.570326093,B
-3.859434766,B
5.634316011,B
-5.875005588,B
13.03886571,B
4.551947347,B
3.336877571,B
-5.707101845,B
13.68024083,B
12.64702106,B
-2.973357516,B
7.366400217,B
5.591636904,B
0.810331862,B
-1.212514453,B
-1.103679029,B
-11.73487346,B
7.212713114,B
-1.797392755,B
11.76873999,B
-0.717791682,B
2.11141371,B
-4.378931039,B
18.91802731,B
-18.31047849,B
32.59647886,B
-10.31676159,B
3.669500029,B
6.304156626,B
-3.210258102,B
-11.95091333,B
20.73887769,B
11.52290766,B
5.354031647,B
0.095755339,B
-17.12982062,B
-18.01743523,B
4.715910458,B
0.486305135,B
-6.687025778,B
-2.50319141,B
14.42548352,B
-5.4676841,B
2.552025865,B
-4.424861989,B
-13.95892428,B
6.173886899,B
12.50662752,B
11.94183498,B
4.184349749,B
-11.92206367,B
-17.13548238,B
-9.170349135,B
-1.626644152,B
8.468375977,B
5.016881637,B
7.078009615,B
9.15718487,B
-3.156765496,B
-9.803760702,B
-4.854510594,B
-5.301803692,B
-6.967021016,B
-6.467929696,B
-7.786280397,B
4.780979572,B
3.590057247,B
13.26566687,B
2.239306253,B
-7.990767571,B
10.59814598,B
-9.649365547,B
13.86106371,B
-6.034229909,B
18.78538489,B
-3.401396366,B
-10.63613654,B
9.86035718,B
-12.35525123,B
-0.40084755,B
-4.506292314,B
-15.99954533,B
1.76962894,B
3.403120007,B
5.682388076,B
9.079845443,B
-14.83521172,B
-7.105605155,B
6.525661733,B
17.75174326,B
12.96162787,B
-11.24889571,B
-15.89992092,B
28.86113574,B
-1.27192642,B
14.55370006,B
